Datetime1,Flow SLPM,Datetime2,CO2 ppm,Datetime3,VE,Datetime3,VE over VCO2,Datetime4,CO2Peak
2022-07-11 14:25:34.950233,28.58,,,,,,,,
,,2022-07-11 14:25:34.990391,28010.0,,,,,,
2022-07-11 14:25:35.020398,27.89,,,,,,,,
,,2022-07-11 14:25:35.038233,30180.0,,,,,,
2022-07-11 14:25:35.070680,27.04,,,,,,,,
,,2022-07-11 14:25:35.086230,31890.0,,,,,,
2022-07-11 14:25:35.120434,26.87,,,,,,,,
,,2022-07-11 14:25:35.136481,33020.0,,,,,,
2022-07-11 14:25:35.170316,26.45,,,,,,,,
,,2022-07-11 14:25:35.186749,34590.0,,,,,,
2022-07-11 14:25:35.220109,25.76,,,,,,,,
,,2022-07-11 14:25:35.234560,36050.0,,,,,,
2022-07-11 14:25:35.260511,25.28,,,,,,,,
,,2022-07-11 14:25:35.278286,36860.0,,,,,,
2022-07-11 14:25:35.300697,24.61,,,,,,,,
,,2022-07-11 14:25:35.326221,37260.0,,,,,,
2022-07-11 14:25:35.343402,24.04,,,,,,,,
,,2022-07-11 14:25:35.390047,37960.0,,,,,,
2022-07-11 14:25:35.397741,23.76,,,,,,,,
,,2022-07-11 14:25:35.438037,38500.0,,,,,,
2022-07-11 14:25:35.444578,23.52,,,,,,,,
,,2022-07-11 14:25:35.486418,39360.0,,,,,,
2022-07-11 14:25:35.494010,23.51,,,,,,,,
,,2022-07-11 14:25:35.533975,40510.0,,,,,,
2022-07-11 14:25:35.544845,22.28,,,,,,,,
,,2022-07-11 14:25:35.582047,40110.0,,,,,,
2022-07-11 14:25:35.594889,21.84,,,,,,,,
,,2022-07-11 14:25:35.629949,40110.0,,,,,,
2022-07-11 14:25:35.644855,21.13,,,,,,,,
,,2022-07-11 14:25:35.678182,40760.0,,,,,,
2022-07-11 14:25:35.696087,20.08,,,,,,,,
,,2022-07-11 14:25:35.725929,41030.0,,,,,,
2022-07-11 14:25:35.744004,19.85,,,,,,,,
,,2022-07-11 14:25:35.773463,41370.0,,,,,,
2022-07-11 14:25:35.794059,19.78,,,,,,,,
,,2022-07-11 14:25:35.822179,41320.0,,,,,,
2022-07-11 14:25:35.845266,19.69,,,,,,,,
,,2022-07-11 14:25:35.869852,41170.0,,,,,,
2022-07-11 14:25:35.897417,18.98,,,,,,,,
,,2022-07-11 14:25:35.917820,41520.0,,,,,,
2022-07-11 14:25:35.947320,18.66,,,,,,,,
,,2022-07-11 14:25:35.981525,41950.0,,,,,,
2022-07-11 14:25:36.019380,18.72,,,,,,,,
,,2022-07-11 14:25:36.035553,42200.0,,,,,,
2022-07-11 14:25:36.068758,18.99,,,,,,,,
,,2022-07-11 14:25:36.084762,41950.0,,,,,,
2022-07-11 14:25:36.119018,18.76,,,,,,,,
,,2022-07-11 14:25:36.134974,42150.0,,,,,,
2022-07-11 14:25:36.170164,18.35,,,,,,,,
,,2022-07-11 14:25:36.184203,42200.0,,,,,,
2022-07-11 14:25:36.210424,17.72,,,,,,,,
,,2022-07-11 14:25:36.224427,42250.0,,,,,,
2022-07-11 14:25:36.251015,17.54,,,,,,,,
,,2022-07-11 14:25:36.269035,42150.0,,,,,,
2022-07-11 14:25:36.292053,17.37,,,,,,,,
,,2022-07-11 14:25:36.317755,42150.0,,,,,,
2022-07-11 14:25:36.339419,16.33,,,,,,,,
,,2022-07-11 14:25:36.365917,42540.0,,,,,,
2022-07-11 14:25:36.392582,16.08,,,,,,,,
,,2022-07-11 14:25:36.413614,42540.0,,,,,,
2022-07-11 14:25:36.442607,16.46,,,,,,,,
,,2022-07-11 14:25:36.461574,42940.0,,,,,,
2022-07-11 14:25:36.492623,16.33,,,,,,,,
,,2022-07-11 14:25:36.510008,43630.0,,,,,,
2022-07-11 14:25:36.544190,16.26,,,,,,,,
,,2022-07-11 14:25:36.573693,43090.0,,,,,,
2022-07-11 14:25:36.594273,16.21,,,,,,,,
,,2022-07-11 14:25:36.621496,42690.0,,,,,,
2022-07-11 14:25:36.643422,16.29,,,,,,,,
,,2022-07-11 14:25:36.669473,42690.0,,,,,,
2022-07-11 14:25:36.694899,16.22,,,,,,,,
,,2022-07-11 14:25:36.717450,43040.0,,,,,,
2022-07-11 14:25:36.742386,15.53,,,,,,,,
,,2022-07-11 14:25:36.765703,43380.0,,,,,,
2022-07-11 14:25:36.792775,15.24,,,,,,,,
,,2022-07-11 14:25:36.813124,43680.0,,,,,,
2022-07-11 14:25:36.845104,15.17,,,,,,,,
,,2022-07-11 14:25:36.861109,43980.0,,,,,,
2022-07-11 14:25:36.895176,14.99,,,,,,,,
,,2022-07-11 14:25:36.911923,43730.0,,,,,,
2022-07-11 14:25:36.945114,15.0,,,,,,,,
,,2022-07-11 14:25:36.959286,43880.0,,,,,,
2022-07-11 14:25:36.995072,14.83,,,,,,,,
,,2022-07-11 14:25:37.010241,43180.0,,,,,,
2022-07-11 14:25:37.044843,15.48,,,,,,,,
,,2022-07-11 14:25:37.060285,43730.0,,,,,,
2022-07-11 14:25:37.094249,15.86,,,,,,,,
,,2022-07-11 14:25:37.113048,43930.0,,,,,,
2022-07-11 14:25:37.144832,15.67,,,,,,,,
,,2022-07-11 14:25:37.156898,42780.0,,,,,,
2022-07-11 14:25:37.195620,15.3,,,,,,,,
,,2022-07-11 14:25:37.217085,42990.0,,,,,,
2022-07-11 14:25:37.242186,14.99,,,,,,,,
,,2022-07-11 14:25:37.261361,43680.0,,,,,,
2022-07-11 14:25:37.293032,15.02,,,,,,,,
,,2022-07-11 14:25:37.309910,44020.0,,,,,,
2022-07-11 14:25:37.344382,14.71,,,,,,,,
,,2022-07-11 14:25:37.361061,43970.0,,,,,,
2022-07-11 14:25:37.394424,14.25,,,,,,,,
,,2022-07-11 14:25:37.410917,43970.0,,,,,,
2022-07-11 14:25:37.444535,14.71,,,,,,,,
,,2022-07-11 14:25:37.459601,43920.0,,,,,,
2022-07-11 14:25:37.495026,14.33,,,,,,,,
,,2022-07-11 14:25:37.509944,44430.0,,,,,,
2022-07-11 14:25:37.544228,13.45,,,,,,,,
,,2022-07-11 14:25:37.559164,44640.0,,,,,,
2022-07-11 14:25:37.594344,12.83,,,,,,,,
,,2022-07-11 14:25:37.609067,43970.0,,,,,,
2022-07-11 14:25:37.644249,12.48,,,,,,,,
,,2022-07-11 14:25:37.651492,44590.0,,,,,,
,,2022-07-11 14:25:37.692807,45200.0,,,,,,
2022-07-11 14:25:37.702829,12.18,,,,,,,,
,,2022-07-11 14:25:37.741149,45100.0,,,,,,
2022-07-11 14:25:37.743189,12.2,,,,,,,,
,,2022-07-11 14:25:37.789103,44640.0,,,,,,
2022-07-11 14:25:37.797474,12.16,,,,,,,,
2022-07-11 14:25:37.843658,12.66,,,,,,,,
,,2022-07-11 14:25:37.858612,45000.0,,,,,,
2022-07-11 14:25:37.894363,13.35,,,,,,,,
,,2022-07-11 14:25:37.909116,45410.0,,,,,,
2022-07-11 14:25:37.944729,12.58,,,,,,,,
,,2022-07-11 14:25:37.958930,44740.0,,,,,,
2022-07-11 14:25:37.994911,9.15,,,,,,,,
,,,,2022-07-11 14:25:37.996871,1.2896166666666666,,,,
,,2022-07-11 14:25:38.003351,44900.0,,,,,,
,,2022-07-11 14:25:38.044803,44840.0,,,,,,
2022-07-11 14:25:38.066380,-0.18,,,,,,,,
,,2022-07-11 14:25:38.092799,44840.0,,,,,,
2022-07-11 14:25:38.116318,-17.47,,,,,,,,
,,2022-07-11 14:25:38.140385,44170.0,,,,,,
2022-07-11 14:25:38.166452,-28.72,,,,,,,,
,,2022-07-11 14:25:38.188916,43820.0,,,,,,
2022-07-11 14:25:38.214507,-33.46,,,,,,,,
,,2022-07-11 14:25:38.236735,43280.0,,,,,,
2022-07-11 14:25:38.265404,-36.37,,,,,,,,
,,2022-07-11 14:25:38.284832,39300.0,,,,,,
2022-07-11 14:25:38.305342,-39.03,,,,,,,,
,,2022-07-11 14:25:38.332246,31180.0,,,,,,
2022-07-11 14:25:38.346318,-40.9,,,,,,,,
2022-07-11 14:25:38.389025,-41.97,,,,,,,,
,,2022-07-11 14:25:38.405729,21620.0,,,,,,
,,2022-07-11 14:25:38.428411,14290.0,,,,,,
,,,,,,2022-07-11 14:25:38.429391,25.46465067984353,,
,,,,,,,,2022-07-11 14:25:38.429391,45410.0
2022-07-11 14:25:38.439912,-42.32,,,,,,,,
2022-07-11 14:25:38.489778,-41.94,,,,,,,,
,,2022-07-11 14:25:38.504063,9530.0,,,,,,
2022-07-11 14:25:38.540081,-41.6,,,,,,,,
,,2022-07-11 14:25:38.549076,6440.0,,,,,,
,,2022-07-11 14:25:38.588566,4460.0,,,,,,
2022-07-11 14:25:38.597542,-41.47,,,,,,,,
,,2022-07-11 14:25:38.636536,3190.0,,,,,,
2022-07-11 14:25:38.646439,-41.36,,,,,,,,
,,2022-07-11 14:25:38.684665,2430.0,,,,,,
2022-07-11 14:25:38.693649,-40.99,,,,,,,,
,,2022-07-11 14:25:38.732413,2010.0,,,,,,
2022-07-11 14:25:38.740478,-40.53,,,,,,,,
,,2022-07-11 14:25:38.780583,1670.0,,,,,,
2022-07-11 14:25:38.789635,-39.76,,,,,,,,
,,2022-07-11 14:25:38.828469,1320.0,,,,,,
2022-07-11 14:25:38.841066,-38.87,,,,,,,,
,,2022-07-11 14:25:38.876626,1090.0,,,,,,
2022-07-11 14:25:38.894119,-37.48,,,,,,,,
,,2022-07-11 14:25:38.924434,960.0,,,,,,
2022-07-11 14:25:38.943838,-36.32,,,,,,,,
,,2022-07-11 14:25:38.972035,1030.0,,,,,,
2022-07-11 14:25:38.994095,-35.24,,,,,,,,
,,2022-07-11 14:25:39.020596,1000.0,,,,,,
2022-07-11 14:25:39.065050,-33.3,,,,,,,,
,,2022-07-11 14:25:39.080690,890.0,,,,,,
2022-07-11 14:25:39.114932,-32.05,,,,,,,,
,,2022-07-11 14:25:39.130301,910.0,,,,,,
2022-07-11 14:25:39.165098,-31.04,,,,,,,,
,,2022-07-11 14:25:39.180049,850.0,,,,,,
2022-07-11 14:25:39.215700,-29.68,,,,,,,,
,,2022-07-11 14:25:39.234291,810.0,,,,,,
2022-07-11 14:25:39.255301,-28.98,,,,,,,,
,,2022-07-11 14:25:39.276515,840.0,,,,,,
2022-07-11 14:25:39.295646,-28.85,,,,,,,,
,,2022-07-11 14:25:39.324425,890.0,,,,,,
2022-07-11 14:25:39.336544,-27.95,,,,,,,,
,,2022-07-11 14:25:39.371819,930.0,,,,,,
2022-07-11 14:25:39.386609,-27.33,,,,,,,,
,,2022-07-11 14:25:39.420174,900.0,,,,,,
2022-07-11 14:25:39.437547,-26.42,,,,,,,,
,,2022-07-11 14:25:39.468126,890.0,,,,,,
2022-07-11 14:25:39.487635,-25.65,,,,,,,,
,,2022-07-11 14:25:39.515840,910.0,,,,,,
2022-07-11 14:25:39.539605,-24.67,,,,,,,,
,,2022-07-11 14:25:39.564509,900.0,,,,,,
2022-07-11 14:25:39.589502,-23.35,,,,,,,,
,,2022-07-11 14:25:39.612304,1040.0,,,,,,
2022-07-11 14:25:39.639692,-22.96,,,,,,,,
,,2022-07-11 14:25:39.660019,1030.0,,,,,,
2022-07-11 14:25:39.690322,-22.78,,,,,,,,
,,2022-07-11 14:25:39.708081,920.0,,,,,,
,,2022-07-11 14:25:39.756166,940.0,,,,,,
2022-07-11 14:25:39.764210,-22.96,,,,,,,,
2022-07-11 14:25:39.811606,-22.35,,,,,,,,
,,2022-07-11 14:25:39.828549,980.0,,,,,,
2022-07-11 14:25:39.864057,-22.36,,,,,,,,
,,2022-07-11 14:25:39.880650,1000.0,,,,,,
2022-07-11 14:25:39.914180,-21.71,,,,,,,,
,,2022-07-11 14:25:39.922244,980.0,,,,,,
2022-07-11 14:25:39.963939,-19.93,,,,,,,,
,,2022-07-11 14:25:39.965942,970.0,,,,,,
,,2022-07-11 14:25:40.011935,980.0,,,,,,
2022-07-11 14:25:40.019947,-16.87,,,,,,,,
,,2022-07-11 14:25:40.059917,1050.0,,,,,,
2022-07-11 14:25:40.066958,-15.28,,,,,,,,
,,2022-07-11 14:25:40.107924,1090.0,,,,,,
2022-07-11 14:25:40.224635,-13.55,,,,,,,,
,,2022-07-11 14:25:40.225635,1090.0,,,,,,
2022-07-11 14:25:40.226599,-12.74,,,,,,,,
,,2022-07-11 14:25:40.227598,1120.0,,,,,,
2022-07-11 14:25:40.228598,-14.57,,,,,,,,
,,2022-07-11 14:25:40.252274,1150.0,,,,,,
2022-07-11 14:25:40.257368,-14.36,,,,,,,,
2022-07-11 14:25:40.297730,-10.28,,,,,,,,
,,2022-07-11 14:25:40.307740,1060.0,,,,,,
2022-07-11 14:25:40.337819,-8.88,,,,,,,,
,,2022-07-11 14:25:40.354891,1110.0,,,,,,
2022-07-11 14:25:40.385604,-8.28,,,,,,,,
,,2022-07-11 14:25:40.411747,1240.0,,,,,,
2022-07-11 14:25:40.437886,-7.52,,,,,,,,
,,2022-07-11 14:25:40.459974,1250.0,,,,,,
2022-07-11 14:25:40.487941,-6.3,,,,,,,,
,,2022-07-11 14:25:40.507861,1290.0,,,,,,
2022-07-11 14:25:40.538321,-7.07,,,,,,,,
,,2022-07-11 14:25:40.557143,1240.0,,,,,,
2022-07-11 14:25:40.588052,-5.59,,,,,,,,
,,2022-07-11 14:25:40.603665,1240.0,,,,,,
2022-07-11 14:25:40.639765,-2.66,,,,,,,,
,,2022-07-11 14:25:40.657730,1300.0,,,,,,
2022-07-11 14:25:40.690827,-1.03,,,,,,,,
,,2022-07-11 14:25:40.706832,1290.0,,,,,,
2022-07-11 14:25:40.737283,-1.71,,,,,,,,
,,2022-07-11 14:25:40.753345,1310.0,,,,,,
2022-07-11 14:25:40.789885,-0.82,,,,,,,,
,,2022-07-11 14:25:40.805154,1330.0,,,,,,
2022-07-11 14:25:40.840008,3.41,,,,,,,,
,,2022-07-11 14:25:40.855970,1460.0,,,,,,
2022-07-11 14:25:40.890072,3.43,,,,,,,,
,,2022-07-11 14:25:40.905640,1610.0,,,,,,
,,2022-07-11 14:25:40.939950,1560.0,,,,,,
2022-07-11 14:25:40.946993,3.3,,,,,,,,
,,2022-07-11 14:25:40.988013,1500.0,,,,,,
2022-07-11 14:25:40.994073,3.94,,,,,,,,
,,2022-07-11 14:25:41.035498,1530.0,,,,,,
2022-07-11 14:25:41.043421,4.72,,,,,,,,
,,2022-07-11 14:25:41.084224,1560.0,,,,,,
2022-07-11 14:25:41.114643,6.33,,,,,,,,
,,2022-07-11 14:25:41.147616,1680.0,,,,,,
2022-07-11 14:25:41.164448,9.31,,,,,,,,
,,2022-07-11 14:25:41.195411,1670.0,,,,,,
2022-07-11 14:25:41.210465,10.96,,,,,,,,
,,2022-07-11 14:25:41.243508,1550.0,,,,,,
2022-07-11 14:25:41.259702,13.37,,,,,,,,
,,2022-07-11 14:25:41.291694,1560.0,,,,,,
2022-07-11 14:25:41.313967,17.0,,,,,,,,
,,2022-07-11 14:25:41.339538,1630.0,,,,,,
2022-07-11 14:25:41.365444,20.21,,,,,,,,
,,2022-07-11 14:25:41.387343,1650.0,,,,,,
2022-07-11 14:25:41.406374,23.8,,,,,,,,
,,2022-07-11 14:25:41.434995,1630.0,,,,,,
2022-07-11 14:25:41.447724,24.88,,,,,,,,
,,2022-07-11 14:25:41.483206,1550.0,,,,,,
2022-07-11 14:25:41.489208,26.94,,,,,,,,
,,2022-07-11 14:25:41.531836,1470.0,,,,,,
2022-07-11 14:25:41.537839,30.91,,,,,,,,
,,2022-07-11 14:25:41.579404,1920.0,,,,,,
2022-07-11 14:25:41.586409,34.53,,,,,,,,
2022-07-11 14:25:41.636753,36.43,,,,,,,,
,,2022-07-11 14:25:41.653507,3480.0,,,,,,
2022-07-11 14:25:41.687695,37.03,,,,,,,,
,,2022-07-11 14:25:41.703688,7210.0,,,,,,
2022-07-11 14:25:41.736717,37.32,,,,,,,,
,,2022-07-11 14:25:41.746324,13160.0,,,,,,
2022-07-11 14:25:41.786596,37.33,,,,,,,,
,,2022-07-11 14:25:41.796543,19740.0,,,,,,
,,2022-07-11 14:25:41.835272,25300.0,,,,,,
2022-07-11 14:25:41.843312,36.85,,,,,,,,
,,2022-07-11 14:25:41.883116,30280.0,,,,,,
2022-07-11 14:25:41.890186,36.93,,,,,,,,
,,2022-07-11 14:25:41.931422,34750.0,,,,,,
2022-07-11 14:25:41.939427,36.73,,,,,,,,
,,2022-07-11 14:25:41.978555,36990.0,,,,,,
2022-07-11 14:25:41.989130,35.94,,,,,,,,
,,2022-07-11 14:25:42.027051,38770.0,,,,,,
2022-07-11 14:25:42.040135,35.41,,,,,,,,
,,2022-07-11 14:25:42.075000,40330.0,,,,,,
2022-07-11 14:25:42.089322,34.45,,,,,,,,
,,2022-07-11 14:25:42.122983,40280.0,,,,,,
2022-07-11 14:25:42.139983,34.14,,,,,,,,
,,2022-07-11 14:25:42.170978,40600.0,,,,,,
2022-07-11 14:25:42.208790,33.7,,,,,,,,
,,2022-07-11 14:25:42.224402,42140.0,,,,,,
2022-07-11 14:25:42.258495,33.34,,,,,,,,
,,2022-07-11 14:25:42.272499,42740.0,,,,,,
2022-07-11 14:25:42.308865,32.89,,,,,,,,
,,2022-07-11 14:25:42.323920,42840.0,,,,,,
2022-07-11 14:25:42.361875,32.41,,,,,,,,
,,2022-07-11 14:25:42.382245,43630.0,,,,,,
2022-07-11 14:25:42.402748,31.35,,,,,,,,
,,2022-07-11 14:25:42.426936,43870.0,,,,,,
2022-07-11 14:25:42.443804,31.3,,,,,,,,
,,2022-07-11 14:25:42.474835,43270.0,,,,,,
2022-07-11 14:25:42.485528,30.65,,,,,,,,
,,2022-07-11 14:25:42.522823,43230.0,,,,,,
2022-07-11 14:25:42.533473,29.84,,,,,,,,
,,2022-07-11 14:25:42.570825,43770.0,,,,,,
2022-07-11 14:25:42.583923,29.41,,,,,,,,
,,2022-07-11 14:25:42.618986,44230.0,,,,,,
2022-07-11 14:25:42.633417,28.64,,,,,,,,
,,2022-07-11 14:25:42.666887,44380.0,,,,,,
2022-07-11 14:25:42.682766,27.67,,,,,,,,
,,2022-07-11 14:25:42.714758,45050.0,,,,,,
2022-07-11 14:25:42.732950,27.85,,,,,,,,
,,2022-07-11 14:25:42.762748,45100.0,,,,,,
2022-07-11 14:25:42.783243,27.35,,,,,,,,
,,2022-07-11 14:25:42.810680,44380.0,,,,,,
2022-07-11 14:25:42.838022,26.41,,,,,,,,
,,2022-07-11 14:25:42.858765,44380.0,,,,,,
2022-07-11 14:25:42.887992,25.66,,,,,,,,
,,2022-07-11 14:25:42.906807,45050.0,,,,,,
2022-07-11 14:25:42.937878,25.1,,,,,,,,
,,2022-07-11 14:25:42.954804,45100.0,,,,,,
2022-07-11 14:25:42.987189,24.34,,,,,,,,
,,2022-07-11 14:25:43.017908,45050.0,,,,,,
2022-07-11 14:25:43.060037,23.33,,,,,,,,
,,2022-07-11 14:25:43.076834,45050.0,,,,,,
2022-07-11 14:25:43.110903,23.21,,,,,,,,
,,2022-07-11 14:25:43.124674,44900.0,,,,,,
2022-07-11 14:25:43.160378,22.92,,,,,,,,
,,2022-07-11 14:25:43.169302,44950.0,,,,,,
2022-07-11 14:25:43.208993,22.22,,,,,,,,
,,2022-07-11 14:25:43.219996,45360.0,,,,,,
2022-07-11 14:25:43.258579,21.66,,,,,,,,
,,2022-07-11 14:25:43.268578,45520.0,,,,,,
2022-07-11 14:25:43.299143,21.13,,,,,,,,
,,2022-07-11 14:25:43.312639,45410.0,,,,,,
2022-07-11 14:25:43.338621,20.29,,,,,,,,
,,2022-07-11 14:25:43.354291,45460.0,,,,,,
2022-07-11 14:25:43.381060,20.15,,,,,,,,
,,2022-07-11 14:25:43.403015,45260.0,,,,,,
2022-07-11 14:25:43.431880,19.83,,,,,,,,
,,2022-07-11 14:25:43.449967,44900.0,,,,,,
2022-07-11 14:25:43.482332,18.99,,,,,,,,
,,2022-07-11 14:25:43.498408,45150.0,,,,,,
2022-07-11 14:25:43.532810,19.2,,,,,,,,
,,2022-07-11 14:25:43.549696,45830.0,,,,,,
2022-07-11 14:25:43.583032,19.6,,,,,,,,
,,2022-07-11 14:25:43.599113,45710.0,,,,,,
2022-07-11 14:25:43.633905,19.97,,,,,,,,
,,2022-07-11 14:25:43.658490,45050.0,,,,,,
2022-07-11 14:25:43.685134,19.9,,,,,,,,
,,2022-07-11 14:25:43.706298,45570.0,,,,,,
2022-07-11 14:25:43.732747,19.18,,,,,,,,
,,2022-07-11 14:25:43.754275,46260.0,,,,,,
,,2022-07-11 14:25:43.802252,46420.0,,,,,,
2022-07-11 14:25:43.813311,18.13,,,,,,,,
,,2022-07-11 14:25:43.850512,46570.0,,,,,,
2022-07-11 14:25:43.859571,18.33,,,,,,,,
,,2022-07-11 14:25:43.897629,45830.0,,,,,,
2022-07-11 14:25:43.910206,18.3,,,,,,,,
,,2022-07-11 14:25:43.946178,46100.0,,,,,,
2022-07-11 14:25:43.960225,18.0,,,,,,,,
,,2022-07-11 14:25:43.994186,46780.0,,,,,,
2022-07-11 14:25:44.010214,17.97,,,,,,,,
,,2022-07-11 14:25:44.042159,46690.0,,,,,,
2022-07-11 14:25:44.059940,18.11,,,,,,,,
,,2022-07-11 14:25:44.090334,46570.0,,,,,,
2022-07-11 14:25:44.110516,18.11,,,,,,,,
,,2022-07-11 14:25:44.138077,46410.0,,,,,,
2022-07-11 14:25:44.161232,17.59,,,,,,,,
,,2022-07-11 14:25:44.186033,46460.0,,,,,,
2022-07-11 14:25:44.207043,17.41,,,,,,,,
,,2022-07-11 14:25:44.234021,46350.0,,,,,,
2022-07-11 14:25:44.257107,17.69,,,,,,,,
,,2022-07-11 14:25:44.298037,46040.0,,,,,,
2022-07-11 14:25:44.307952,17.32,,,,,,,,
,,2022-07-11 14:25:44.346185,46190.0,,,,,,
2022-07-11 14:25:44.357458,16.78,,,,,,,,
,,2022-07-11 14:25:44.394230,46350.0,,,,,,
2022-07-11 14:25:44.402273,16.73,,,,,,,,
2022-07-11 14:25:44.438364,16.66,,,,,,,,
,,2022-07-11 14:25:44.452971,46620.0,,,,,,
2022-07-11 14:25:44.481228,16.77,,,,,,,,
,,2022-07-11 14:25:44.495758,46940.0,,,,,,
2022-07-11 14:25:44.530959,16.79,,,,,,,,
,,2022-07-11 14:25:44.544624,47160.0,,,,,,
2022-07-11 14:25:44.582850,15.62,,,,,,,,
,,2022-07-11 14:25:44.597853,47980.0,,,,,,
2022-07-11 14:25:44.633036,14.74,,,,,,,,
,,2022-07-11 14:25:44.640363,47160.0,,,,,,
,,2022-07-11 14:25:44.681723,46940.0,,,,,,
2022-07-11 14:25:44.689728,15.18,,,,,,,,
,,2022-07-11 14:25:44.729783,47430.0,,,,,,
2022-07-11 14:25:44.731725,14.67,,,,,,,,
,,2022-07-11 14:25:44.777826,46840.0,,,,,,
2022-07-11 14:25:44.785601,13.59,,,,,,,,
,,2022-07-11 14:25:44.826018,46890.0,,,,,,
2022-07-11 14:25:44.833059,13.35,,,,,,,,
,,2022-07-11 14:25:44.873760,47210.0,,,,,,
2022-07-11 14:25:44.883773,13.34,,,,,,,,
,,2022-07-11 14:25:44.921409,47700.0,,,,,,
2022-07-11 14:25:44.934188,13.39,,,,,,,,
2022-07-11 14:25:44.984183,12.84,,,,,,,,
,,2022-07-11 14:25:44.993226,47920.0,,,,,,
,,2022-07-11 14:25:45.033720,47760.0,,,,,,
2022-07-11 14:25:45.036692,11.71,,,,,,,,
,,2022-07-11 14:25:45.081865,47590.0,,,,,,
2022-07-11 14:25:45.088914,9.77,,,,,,,,
,,,,2022-07-11 14:25:45.089914,1.5339416666666665,,,,
,,2022-07-11 14:25:45.129824,47210.0,,,,,,
2022-07-11 14:25:45.137336,2.3,,,,,,,,
,,2022-07-11 14:25:45.177622,46890.0,,,,,,
2022-07-11 14:25:45.185624,-13.18,,,,,,,,
,,2022-07-11 14:25:45.225807,46730.0,,,,,,
2022-07-11 14:25:45.231853,-22.19,,,,,,,,
,,2022-07-11 14:25:45.273980,46730.0,,,,,,
2022-07-11 14:25:45.281053,-27.93,,,,,,,,
,,2022-07-11 14:25:45.321090,46570.0,,,,,,
2022-07-11 14:25:45.330334,-31.59,,,,,,,,
,,2022-07-11 14:25:45.369571,45770.0,,,,,,
2022-07-11 14:25:45.383803,-34.13,,,,,,,,
,,2022-07-11 14:25:45.417542,40820.0,,,,,,
2022-07-11 14:25:45.433593,-36.75,,,,,,,,
,,2022-07-11 14:25:45.465507,32060.0,,,,,,
2022-07-11 14:25:45.483615,-38.17,,,,,,,,
,,2022-07-11 14:25:45.529593,23250.0,,,,,,
2022-07-11 14:25:45.538661,-39.33,,,,,,,,
,,2022-07-11 14:25:45.577674,16290.0,,,,,,
,,,,,,2022-07-11 14:25:45.577674,23.390614572015824,,
,,,,,,,,2022-07-11 14:25:45.578685,47980.0
2022-07-11 14:25:45.588212,-40.14,,,,,,,,
,,2022-07-11 14:25:45.625601,11330.0,,,,,,
2022-07-11 14:25:45.632652,-40.71,,,,,,,,
,,2022-07-11 14:25:45.673039,7930.0,,,,,,
2022-07-11 14:25:45.684310,-40.53,,,,,,,,
,,2022-07-11 14:25:45.721097,5610.0,,,,,,
2022-07-11 14:25:45.731151,-40.29,,,,,,,,
,,2022-07-11 14:25:45.768835,4050.0,,,,,,
2022-07-11 14:25:45.782069,-40.72,,,,,,,,
,,2022-07-11 14:25:45.817321,2960.0,,,,,,
2022-07-11 14:25:45.832450,-41.06,,,,,,,,
,,2022-07-11 14:25:45.865385,2250.0,,,,,,
2022-07-11 14:25:45.937479,-40.99,,,,,,,,
,,2022-07-11 14:25:45.939508,1830.0,,,,,,
2022-07-11 14:25:45.940513,-40.92,,,,,,,,
,,2022-07-11 14:25:45.961628,1610.0,,,,,,
2022-07-11 14:25:45.984500,-40.06,,,,,,,,
,,2022-07-11 14:25:46.009685,1450.0,,,,,,
2022-07-11 14:25:46.034574,-38.86,,,,,,,,
,,2022-07-11 14:25:46.057391,1200.0,,,,,,
2022-07-11 14:25:46.084692,-37.49,,,,,,,,
,,2022-07-11 14:25:46.105398,1040.0,,,,,,
2022-07-11 14:25:46.134252,-36.9,,,,,,,,
,,2022-07-11 14:25:46.153408,1070.0,,,,,,
2022-07-11 14:25:46.186744,-36.35,,,,,,,,
,,2022-07-11 14:25:46.202302,1020.0,,,,,,
2022-07-11 14:25:46.232938,-34.58,,,,,,,,
,,2022-07-11 14:25:46.265171,1060.0,,,,,,
2022-07-11 14:25:46.283176,-33.99,,,,,,,,
,,2022-07-11 14:25:46.313364,1070.0,,,,,,
2022-07-11 14:25:46.357316,-32.71,,,,,,,,
,,2022-07-11 14:25:46.375324,950.0,,,,,,
2022-07-11 14:25:46.407272,-31.12,,,,,,,,
,,2022-07-11 14:25:46.414612,980.0,,,,,,
,,2022-07-11 14:25:46.457544,1070.0,,,,,,
2022-07-11 14:25:46.464888,-30.01,,,,,,,,
2022-07-11 14:25:46.498955,-29.67,,,,,,,,
,,2022-07-11 14:25:46.514960,1060.0,,,,,,
2022-07-11 14:25:46.540853,-28.76,,,,,,,,
,,2022-07-11 14:25:46.557076,1090.0,,,,,,
2022-07-11 14:25:46.581885,-28.31,,,,,,,,
,,2022-07-11 14:25:46.601011,1050.0,,,,,,
2022-07-11 14:25:46.629265,-27.82,,,,,,,,
,,2022-07-11 14:25:46.649118,890.0,,,,,,
2022-07-11 14:25:46.681124,-27.43,,,,,,,,
,,2022-07-11 14:25:46.699176,890.0,,,,,,
2022-07-11 14:25:46.727864,-26.38,,,,,,,,
,,2022-07-11 14:25:46.745267,940.0,,,,,,
2022-07-11 14:25:46.777397,-24.31,,,,,,,,
,,2022-07-11 14:25:46.794332,950.0,,,,,,
2022-07-11 14:25:46.830708,-21.91,,,,,,,,
