Datetime1,Flow SLPM,Datetime2,CO2 ppm,Datetime3,VE,Datetime3,VE over VCO2,Datetime4,CO2Peak
,,2022-07-18 17:20:47.263740,43590.0,,,,,,
2022-07-18 17:20:47.284746,11.99,,,,,,,,
,,2022-07-18 17:20:47.314014,42740.0,,,,,,
2022-07-18 17:20:47.334934,12.93,,,,,,,,
,,2022-07-18 17:20:47.364182,42740.0,,,,,,
2022-07-18 17:20:47.385128,12.79,,,,,,,,
,,2022-07-18 17:20:47.415285,43480.0,,,,,,
2022-07-18 17:20:47.435318,12.15,,,,,,,,
,,2022-07-18 17:20:47.465665,43880.0,,,,,,
2022-07-18 17:20:47.485515,9.45,,,,,,,,
,,,,2022-07-18 17:20:47.486559,1.2494166666666666,,,,
,,2022-07-18 17:20:47.516327,43340.0,,,,,,
2022-07-18 17:20:47.536300,-5.56,,,,,,,,
,,2022-07-18 17:20:47.566536,43340.0,,,,,,
2022-07-18 17:20:47.586914,-22.44,,,,,,,,
,,2022-07-18 17:20:47.616910,43530.0,,,,,,
2022-07-18 17:20:47.636977,-29.24,,,,,,,,
,,2022-07-18 17:20:47.667120,43630.0,,,,,,
2022-07-18 17:20:47.688311,-31.17,,,,,,,,
,,2022-07-18 17:20:47.717355,44130.0,,,,,,
2022-07-18 17:20:47.738346,-32.49,,,,,,,,
,,2022-07-18 17:20:47.767802,43190.0,,,,,,
2022-07-18 17:20:47.789373,-33.42,,,,,,,,
,,2022-07-18 17:20:47.818024,42780.0,,,,,,
2022-07-18 17:20:47.839762,-34.03,,,,,,,,
,,2022-07-18 17:20:47.868643,43780.0,,,,,,
2022-07-18 17:20:47.889756,-34.54,,,,,,,,
,,2022-07-18 17:20:47.918908,44080.0,,,,,,
2022-07-18 17:20:47.939986,-34.39,,,,,,,,
,,2022-07-18 17:20:47.970185,43930.0,,,,,,
2022-07-18 17:20:47.990676,-34.51,,,,,,,,
,,2022-07-18 17:20:48.020206,44230.0,,,,,,
2022-07-18 17:20:48.041348,-34.36,,,,,,,,
,,2022-07-18 17:20:48.070994,44330.0,,,,,,
2022-07-18 17:20:48.091538,-33.91,,,,,,,,
,,2022-07-18 17:20:48.121305,44330.0,,,,,,
2022-07-18 17:20:48.141796,-33.61,,,,,,,,
,,2022-07-18 17:20:48.171546,44280.0,,,,,,
2022-07-18 17:20:48.192735,-33.79,,,,,,,,
,,2022-07-18 17:20:48.221643,44080.0,,,,,,
2022-07-18 17:20:48.243689,-33.89,,,,,,,,
,,2022-07-18 17:20:48.272480,44330.0,,,,,,
2022-07-18 17:20:48.294511,-33.87,,,,,,,,
,,2022-07-18 17:20:48.323761,44280.0,,,,,,
2022-07-18 17:20:48.344930,-33.12,,,,,,,,
,,2022-07-18 17:20:48.373782,44130.0,,,,,,
2022-07-18 17:20:48.396011,-32.4,,,,,,,,
,,2022-07-18 17:20:48.424006,44080.0,,,,,,
2022-07-18 17:20:48.446872,-31.73,,,,,,,,
,,2022-07-18 17:20:48.474286,43080.0,,,,,,
2022-07-18 17:20:48.496842,-30.96,,,,,,,,
,,2022-07-18 17:20:48.524543,41020.0,,,,,,
2022-07-18 17:20:48.547779,-30.16,,,,,,,,
,,2022-07-18 17:20:48.575441,35370.0,,,,,,
2022-07-18 17:20:48.598425,-29.34,,,,,,,,
,,2022-07-18 17:20:48.626409,27940.0,,,,,,
2022-07-18 17:20:48.649229,-28.21,,,,,,,,
,,2022-07-18 17:20:48.677519,22010.0,,,,,,
2022-07-18 17:20:48.699617,-27.07,,,,,,,,
,,2022-07-18 17:20:48.727541,16920.0,,,,,,
,,,,,,2022-07-18 17:20:48.727541,24.74305667520913,,
,,,,,,,,2022-07-18 17:20:48.727541,44330.0
2022-07-18 17:20:48.750694,-26.19,,,,,,,,
,,2022-07-18 17:20:48.778036,12700.0,,,,,,
2022-07-18 17:20:48.801232,-25.37,,,,,,,,
,,2022-07-18 17:20:48.829491,9700.0,,,,,,
2022-07-18 17:20:48.851558,-24.96,,,,,,,,
,,2022-07-18 17:20:48.878983,7570.0,,,,,,
2022-07-18 17:20:48.902226,-24.81,,,,,,,,
,,2022-07-18 17:20:48.929205,6200.0,,,,,,
2022-07-18 17:20:48.953059,-24.32,,,,,,,,
,,2022-07-18 17:20:48.979765,4980.0,,,,,,
2022-07-18 17:20:49.003482,-23.54,,,,,,,,
,,2022-07-18 17:20:49.030675,3900.0,,,,,,
2022-07-18 17:20:49.053694,-23.12,,,,,,,,
,,2022-07-18 17:20:49.081457,3230.0,,,,,,
2022-07-18 17:20:49.104623,-22.95,,,,,,,,
,,2022-07-18 17:20:49.132600,2720.0,,,,,,
2022-07-18 17:20:49.155790,-22.9,,,,,,,,
,,2022-07-18 17:20:49.182940,2510.0,,,,,,
2022-07-18 17:20:49.206404,-22.39,,,,,,,,
,,2022-07-18 17:20:49.233855,2390.0,,,,,,
2022-07-18 17:20:49.256689,-21.7,,,,,,,,
,,2022-07-18 17:20:49.284757,2120.0,,,,,,
2022-07-18 17:20:49.307337,-21.47,,,,,,,,
,,2022-07-18 17:20:49.334944,1900.0,,,,,,
2022-07-18 17:20:49.357601,-21.73,,,,,,,,
,,2022-07-18 17:20:49.385257,1750.0,,,,,,
2022-07-18 17:20:49.407874,-21.22,,,,,,,,
,,2022-07-18 17:20:49.435564,1660.0,,,,,,
2022-07-18 17:20:49.458034,-20.3,,,,,,,,
,,2022-07-18 17:20:49.485814,1630.0,,,,,,
2022-07-18 17:20:49.508716,-19.95,,,,,,,,
,,2022-07-18 17:20:49.536326,1580.0,,,,,,
2022-07-18 17:20:49.558813,-19.97,,,,,,,,
,,2022-07-18 17:20:49.587074,1470.0,,,,,,
2022-07-18 17:20:49.610056,-18.93,,,,,,,,
,,2022-07-18 17:20:49.637116,1580.0,,,,,,
2022-07-18 17:20:49.660326,-17.86,,,,,,,,
,,2022-07-18 17:20:49.688441,1580.0,,,,,,
2022-07-18 17:20:49.710619,-17.32,,,,,,,,
,,2022-07-18 17:20:49.739491,1440.0,,,,,,
2022-07-18 17:20:49.761590,-17.71,,,,,,,,
,,2022-07-18 17:20:49.789726,1510.0,,,,,,
2022-07-18 17:20:49.811974,-18.17,,,,,,,,
,,2022-07-18 17:20:49.840000,1430.0,,,,,,
2022-07-18 17:20:49.862333,-17.5,,,,,,,,
,,2022-07-18 17:20:49.890320,1310.0,,,,,,
2022-07-18 17:20:49.912573,-17.1,,,,,,,,
,,2022-07-18 17:20:49.940608,1330.0,,,,,,
2022-07-18 17:20:49.963429,-16.76,,,,,,,,
,,2022-07-18 17:20:49.990811,1300.0,,,,,,
2022-07-18 17:20:50.013625,-17.01,,,,,,,,
,,2022-07-18 17:20:50.041911,1270.0,,,,,,
2022-07-18 17:20:50.063860,-17.78,,,,,,,,
,,2022-07-18 17:20:50.092886,1330.0,,,,,,
2022-07-18 17:20:50.114071,-17.64,,,,,,,,
,,2022-07-18 17:20:50.142889,1330.0,,,,,,
2022-07-18 17:20:50.164312,-17.49,,,,,,,,
,,2022-07-18 17:20:50.193448,1280.0,,,,,,
2022-07-18 17:20:50.214529,-16.84,,,,,,,,
,,2022-07-18 17:20:50.243622,1280.0,,,,,,
2022-07-18 17:20:50.264708,-17.79,,,,,,,,
,,2022-07-18 17:20:50.293904,1290.0,,,,,,
2022-07-18 17:20:50.315754,-18.19,,,,,,,,
,,2022-07-18 17:20:50.344167,1210.0,,,,,,
2022-07-18 17:20:50.366565,-17.8,,,,,,,,
,,2022-07-18 17:20:50.394562,1300.0,,,,,,
2022-07-18 17:20:50.416831,-17.05,,,,,,,,
,,2022-07-18 17:20:50.445074,1330.0,,,,,,
2022-07-18 17:20:50.467312,-16.71,,,,,,,,
,,2022-07-18 17:20:50.495261,1250.0,,,,,,
2022-07-18 17:20:50.517503,-16.2,,,,,,,,
,,2022-07-18 17:20:50.546182,1290.0,,,,,,
2022-07-18 17:20:50.567753,-16.2,,,,,,,,
,,2022-07-18 17:20:50.596942,1300.0,,,,,,
2022-07-18 17:20:50.617971,-13.97,,,,,,,,
,,2022-07-18 17:20:50.647474,1300.0,,,,,,
2022-07-18 17:20:50.668383,-13.47,,,,,,,,
,,2022-07-18 17:20:50.698570,1350.0,,,,,,
2022-07-18 17:20:50.719194,-12.48,,,,,,,,
,,2022-07-18 17:20:50.749803,1260.0,,,,,,
2022-07-18 17:20:50.769424,-12.05,,,,,,,,
,,2022-07-18 17:20:50.800873,1230.0,,,,,,
2022-07-18 17:20:50.819770,-13.29,,,,,,,,
,,2022-07-18 17:20:50.852120,1280.0,,,,,,
2022-07-18 17:20:50.870695,-12.23,,,,,,,,
,,2022-07-18 17:20:50.902812,1210.0,,,,,,
2022-07-18 17:20:50.921912,-11.54,,,,,,,,
,,2022-07-18 17:20:50.952998,1210.0,,,,,,
2022-07-18 17:20:50.972675,-11.04,,,,,,,,
,,2022-07-18 17:20:51.003533,1230.0,,,,,,
2022-07-18 17:20:51.023886,-10.4,,,,,,,,
,,2022-07-18 17:20:51.055102,1180.0,,,,,,
2022-07-18 17:20:51.075007,-10.05,,,,,,,,
,,2022-07-18 17:20:51.105791,1230.0,,,,,,
2022-07-18 17:20:51.126236,-9.34,,,,,,,,
,,2022-07-18 17:20:51.156093,1240.0,,,,,,
2022-07-18 17:20:51.176508,-9.03,,,,,,,,
,,2022-07-18 17:20:51.207634,1200.0,,,,,,
2022-07-18 17:20:51.227537,-8.63,,,,,,,,
,,2022-07-18 17:20:51.257001,1190.0,,,,,,
2022-07-18 17:20:51.277976,-6.56,,,,,,,,
,,2022-07-18 17:20:51.308153,1140.0,,,,,,
2022-07-18 17:20:51.328080,-3.03,,,,,,,,
,,2022-07-18 17:20:51.358553,1140.0,,,,,,
2022-07-18 17:20:51.378315,7.6,,,,,,,,
,,2022-07-18 17:20:51.408773,1260.0,,,,,,
2022-07-18 17:20:51.428619,13.71,,,,,,,,
,,2022-07-18 17:20:51.459852,1290.0,,,,,,
2022-07-18 17:20:51.478933,12.48,,,,,,,,
,,2022-07-18 17:20:51.509920,1210.0,,,,,,
2022-07-18 17:20:51.529462,14.72,,,,,,,,
,,2022-07-18 17:20:51.561328,1210.0,,,,,,
2022-07-18 17:20:51.580215,19.14,,,,,,,,
,,2022-07-18 17:20:51.612314,1200.0,,,,,,
2022-07-18 17:20:51.630709,21.66,,,,,,,,
,,2022-07-18 17:20:51.662502,1340.0,,,,,,
2022-07-18 17:20:51.681039,23.54,,,,,,,,
,,2022-07-18 17:20:51.712804,1300.0,,,,,,
2022-07-18 17:20:51.731412,24.83,,,,,,,,
,,2022-07-18 17:20:51.763091,1180.0,,,,,,
2022-07-18 17:20:51.781433,25.13,,,,,,,,
,,2022-07-18 17:20:51.813384,1330.0,,,,,,
2022-07-18 17:20:51.832545,25.35,,,,,,,,
,,2022-07-18 17:20:51.863956,1300.0,,,,,,
2022-07-18 17:20:51.883692,24.13,,,,,,,,
,,2022-07-18 17:20:51.914005,1240.0,,,,,,
2022-07-18 17:20:51.934031,23.71,,,,,,,,
,,2022-07-18 17:20:51.964156,1310.0,,,,,,
2022-07-18 17:20:51.984219,23.79,,,,,,,,
,,2022-07-18 17:20:52.015244,1310.0,,,,,,
2022-07-18 17:20:52.034542,23.75,,,,,,,,
,,2022-07-18 17:20:52.065451,1320.0,,,,,,
2022-07-18 17:20:52.085077,23.66,,,,,,,,
,,2022-07-18 17:20:52.116079,1370.0,,,,,,
2022-07-18 17:20:52.135361,23.4,,,,,,,,
,,2022-07-18 17:20:52.167038,1360.0,,,,,,
2022-07-18 17:20:52.185680,23.33,,,,,,,,
,,2022-07-18 17:20:52.217978,1340.0,,,,,,
2022-07-18 17:20:52.236228,23.02,,,,,,,,
,,2022-07-18 17:20:52.268423,1350.0,,,,,,
2022-07-18 17:20:52.286466,23.06,,,,,,,,
,,2022-07-18 17:20:52.318472,1390.0,,,,,,
2022-07-18 17:20:52.336740,23.12,,,,,,,,
,,2022-07-18 17:20:52.368831,1350.0,,,,,,
2022-07-18 17:20:52.387251,22.63,,,,,,,,
,,2022-07-18 17:20:52.418902,1390.0,,,,,,
2022-07-18 17:20:52.437827,22.8,,,,,,,,
,,2022-07-18 17:20:52.469140,1530.0,,,,,,
2022-07-18 17:20:52.488460,23.13,,,,,,,,
,,2022-07-18 17:20:52.519859,1490.0,,,,,,
2022-07-18 17:20:52.538698,23.2,,,,,,,,
,,2022-07-18 17:20:52.570880,1470.0,,,,,,
2022-07-18 17:20:52.589791,22.06,,,,,,,,
,,2022-07-18 17:20:52.621843,1450.0,,,,,,
2022-07-18 17:20:52.639978,21.26,,,,,,,,
,,2022-07-18 17:20:52.672028,1410.0,,,,,,
2022-07-18 17:20:52.690104,21.1,,,,,,,,
,,2022-07-18 17:20:52.723236,1450.0,,,,,,
2022-07-18 17:20:52.741075,20.7,,,,,,,,
,,2022-07-18 17:20:52.773528,1370.0,,,,,,
2022-07-18 17:20:52.791256,20.39,,,,,,,,
,,2022-07-18 17:20:52.823990,1510.0,,,,,,
2022-07-18 17:20:52.841780,20.13,,,,,,,,
,,2022-07-18 17:20:53.869448,2020.0,,,,,,
2022-07-18 17:20:53.872458,19.85,,,,,,,,
,,2022-07-18 17:20:53.873456,2840.0,,,,,,
2022-07-18 17:20:53.875458,19.33,,,,,,,,
,,2022-07-18 17:20:53.876456,4010.0,,,,,,
2022-07-18 17:20:53.877456,19.32,,,,,,,,
,,2022-07-18 17:20:53.877456,5950.0,,,,,,
2022-07-18 17:20:53.879265,19.54,,,,,,,,
,,2022-07-18 17:20:53.879265,8430.0,,,,,,
2022-07-18 17:20:53.880450,19.65,,,,,,,,
,,2022-07-18 17:20:53.881470,11030.0,,,,,,
2022-07-18 17:20:53.882272,19.72,,,,,,,,
,,2022-07-18 17:20:53.883320,13680.0,,,,,,
2022-07-18 17:20:53.883712,19.99,,,,,,,,
,,2022-07-18 17:20:53.884765,16490.0,,,,,,
2022-07-18 17:20:53.885841,19.81,,,,,,,,
,,2022-07-18 17:20:53.886857,18850.0,,,,,,
2022-07-18 17:20:53.887928,19.22,,,,,,,,
,,2022-07-18 17:20:53.887928,21140.0,,,,,,
2022-07-18 17:20:53.888894,19.33,,,,,,,,
,,2022-07-18 17:20:53.888894,23500.0,,,,,,
2022-07-18 17:20:53.889991,19.3,,,,,,,,
,,2022-07-18 17:20:53.889991,25760.0,,,,,,
2022-07-18 17:20:53.890990,19.21,,,,,,,,
,,2022-07-18 17:20:53.892060,27750.0,,,,,,
2022-07-18 17:20:53.892990,18.66,,,,,,,,
,,2022-07-18 17:20:53.892990,28510.0,,,,,,
2022-07-18 17:20:53.893796,18.05,,,,,,,,
,,2022-07-18 17:20:53.893796,29620.0,,,,,,
2022-07-18 17:20:53.894825,17.71,,,,,,,,
,,2022-07-18 17:20:53.894825,31260.0,,,,,,
2022-07-18 17:20:53.895876,17.01,,,,,,,,
,,2022-07-18 17:20:53.895876,32640.0,,,,,,
2022-07-18 17:20:53.897874,16.52,,,,,,,,
,,2022-07-18 17:20:53.897874,33390.0,,,,,,
2022-07-18 17:20:53.898898,15.92,,,,,,,,
,,2022-07-18 17:20:53.898898,34200.0,,,,,,
2022-07-18 17:20:53.900855,15.66,,,,,,,,
,,2022-07-18 17:20:53.900855,35520.0,,,,,,
2022-07-18 17:20:53.902324,15.26,,,,,,,,
,,2022-07-18 17:20:53.914962,35870.0,,,,,,
2022-07-18 17:20:53.916965,15.73,,,,,,,,
,,2022-07-18 17:20:53.933825,35870.0,,,,,,
,,2022-07-18 17:20:53.985045,36930.0,,,,,,
,,2022-07-18 17:20:54.036172,37980.0,,,,,,
,,2022-07-18 17:20:54.086755,38800.0,,,,,,
,,2022-07-18 17:20:54.137935,39160.0,,,,,,
,,2022-07-18 17:20:54.188350,39380.0,,,,,,
,,2022-07-18 17:20:54.238890,39610.0,,,,,,
